Top pages,Clicks,Impressions,CTR,Position
https://www.itech.ph/product/asus-rog-strix-g16-g615jmr-s5130wsm-volt-green-16-2-5k-240hz-i7-14650hx-16gb-ddr5-5600-1tb-ssd-rtx-5060-8gb/,102,6457,1.58%,8.32
https://www.itech.ph/product/msi-claw-a8-bz2em-023ph-neon-green-1610-fhd-1920-x-1200-120hz-z2-extreme-1tb-ssd-lpddr5x-24gb-wi-fi-7/,102,2795,3.65%,7.19
https://www.itech.ph/product/asus-vivobook-m1405ya-ly200ws-indie-black-14-wuxga-ryzen-5-7430u-512gb-ssd-16gb-ddr4/,102,2763,3.69%,9.44
https://www.itech.ph/product/dualsense-wireless-controller-for-playstation-5-cfi-zct1g-midnight-black/,101,13940,0.72%,8.17
https://www.itech.ph/about/,101,8509,1.19%,7.87
https://www.itech.ph/product-tag/rx-9060/,101,6622,1.53%,8.03
https://www.itech.ph/product/msi-sword-16-hx-b13vfkg-857ph-15-6-fhd-165hz-i7-13700hx-rtx-4060-ddr5-16gb-8gb2-1tb-ssd/,101,4992,2.02%,8.1
https://www.itech.ph/product/nintendo-switch-nba-2k25-standard-edition-asi/,100,13151,0.76%,9.75
https://www.itech.ph/product/trendsonic-hermes-he19a-atx-gaming-case-white/,100,10745,0.93%,5.2
https://www.itech.ph/product/lexar-ns100-512gb-2-5-sata-iii-6gb-s-internal-ssd-lns100-512rb/,100,9563,1.05%,8.95
https://www.itech.ph/product/acer-nitro-v-15-anv15-51-519k-black-15-6-ips-144hz-i5-13420h-rtx-2050-8gb-ddr5-512-ssd/,99,15541,0.64%,8.12
https://www.itech.ph/product/vention-hdmi-a-male-to-male-4k-hd-cable-pvc-type-1-5m-alibg/,99,13618,0.73%,7.9
https://www.itech.ph/product/asus-tuf-gaming-vg27vq-27-curved-gaming-monitor-165hz-copy/,99,5803,1.71%,14.06
https://www.itech.ph/product/playstation-4-slim-1tb-console/,98,21899,0.45%,15.22
https://www.itech.ph/product/jbl-partybox-on-the-go-2-portable-party-speaker-with-powerful-jbl-pro-sound-black/,98,15090,0.65%,5.7
https://www.itech.ph/product/hp-victus-15-fb1041ax-ceramic-white-15-6-fhd-1920x1080-ips-144hz-ryzen-5-7535hs-8gb-ddr5-ram-512gb-ssd-rtx-2050-ms-office-hs-2021/,98,5384,1.82%,10.41
https://www.itech.ph/product/kingston-fury-beast-16gb-ddr4-memory-3200mhz-kf432c16bb1-16/,97,17784,0.55%,8.79
https://www.itech.ph/product/razer-blackwidow-v3-tenkeyless-pokemon-limited-edition-mechanical-gaming-keyboard-green-switch/,97,8649,1.12%,11.15
https://www.itech.ph/product/acer-predator-helios-neo-16-phn16-72-75z0-black-16-wuxga-165hz-i7-14700hx-rtx-4060-16gb-ddr5-512gb-ssd/,96,8296,1.16%,10.16
https://www.itech.ph/product/psn-40-sgd-playstation-gift-card-digital-code/,96,7778,1.23%,12.73
https://www.itech.ph/product/ps5-slim-console-covers-blue-2/,96,4025,2.39%,29.52
https://www.itech.ph/product/dualsense-ps5-controller/,95,24426,0.39%,6.59
https://www.itech.ph/product/amd-ryzen-5-4600g-with-radeon-graphics-6-core-12-thread-processor/,95,17464,0.54%,10.89
https://www.itech.ph/product/lenovo-ideapad-slim-5-14imh9-83da0009ph-14-wuxga-oled-intel-core-ultra-5-125h-16gb-lpddr5-512gb-ssd/,95,3782,2.51%,14.64
https://www.itech.ph/shop/laptops/acer-laptops/acer-productivity-laptops/,94,81019,0.12%,11.71
https://www.itech.ph/product/intel-core-i9-14900kf-14th-gen-24-cores-32-threads-desktop-processor/,94,15996,0.59%,16.19
https://www.itech.ph/product/asus-rog-zephyrus-g14-ga403uh-qs046wsm-platinum-white-14-3k-oled-ryzen-9-270-16gb-lpddr5x-1tb-ssd-rtx-5050/,94,2741,3.43%,7.34
https://www.itech.ph/product/redragon-h838-hades-wireless-gaming-headset/,94,2704,3.48%,8.19
https://www.itech.ph/product/seagate-1tb-one-touch-external-hdd-slim-black/,93,14147,0.66%,9.37
https://www.itech.ph/product/hori-usb-c-charging-play-cable-for-ps5-dualsense-wireless-controller-spf-041a/,93,8994,1.03%,14.21
https://www.itech.ph/product/hp-pavilion-plus-a46t4pa-14-ew1079tu-14-oled-laptop-intel-core-ultra-7-155h-intel-arc-graphics-32gb-ddr5-1tb-ssd-moonlight-blue/,93,6327,1.47%,13.35
https://www.itech.ph/product/philips-24e2n2100-23-8-inch-ips-1ms-fhd-1920-x-1080-120hz-lcd-gaming-monitor/,93,3820,2.43%,6.76
https://www.itech.ph/product/psn-30-sgd-playstation-gift-card-digital-code/,92,11842,0.78%,17.09
https://www.itech.ph/product/asus-tuf-gaming-a14-fa401wv-rg024w-14-wqxga-165hz-ryzen-ai-9-hx-370-16gb-ram-1tb-ssd-rtx-4060-8gb/,92,11707,0.79%,7.57
https://www.itech.ph/product/ugreen-nexode-20000mah-with-built-in-cable-usb-c-powerbank-pb505-45762/,92,6957,1.32%,8.35
https://www.itech.ph/product/jbl-partybox-520-portable-party-speaker/,91,31562,0.29%,7.03
https://www.itech.ph/product/msi-pro-mp225v-21-45-fhd-1920x1080-va-business-productivity-monitor-100hz/,90,10761,0.84%,6.69
https://www.itech.ph/product/acer-nitro-v-15-anv15-51-53dg-black-15-6-ips-144hz-i5-13420h-rtx-4050-8gb-ddr5-512-ssd/,90,4480,2.01%,13.12
https://www.itech.ph/product/tp-link-archer-c54-ac1200-dual-band-wi-fi-router/,89,33790,0.26%,8.61
https://www.itech.ph/product/amd-ryzen-5-7500f-6-core-12-thread-am5-cpu-desktop-processor-with-fan-tray/,89,25516,0.35%,8.54
https://www.itech.ph/product/pre-order-nintendo-switch-contra-operation-galuga-asia/,89,8515,1.05%,11.77
https://www.itech.ph/product/g-skill-trident-z5-neo-rgb-ddr5-6000-64gb-2x32gb-amd-expo-desktop-memory-f5-6000j3238g32gx2-tz5nr/,89,8417,1.06%,8.63
https://www.itech.ph/product/pre-order-acer-predator-x34-x-34-uwqhd-3440x1440-oled-gaming-monitor-240hz/,89,7034,1.27%,22.05
https://www.itech.ph/product/switch-2-mario-kart-world-bundle/,89,6481,1.37%,7.88
https://www.itech.ph/product/sandisk-128gb-extreme-microsdxc-w-o-adapter-190mbs-90mbs/,88,23337,0.38%,7.93
https://www.itech.ph/product/lenovo-legion-5i-pro-16iah7h-storm-grey-16-intel-core-i7-12700h-rtx-3070-ti-82-16gb-ddr5-1tb-ssd/,88,9268,0.95%,17.89
https://www.itech.ph/shop/printers/,87,18867,0.46%,31.73
https://www.itech.ph/product/lexar-8gb-sodimm-ddr4-ram-3200-2666-mhz-260-pin-sodimm-laptop-memory-ld4as008g-b3200gsst/,87,9564,0.91%,9.33
https://www.itech.ph/product-tag/lightweight-laptop/,87,7978,1.09%,34.22
https://www.itech.ph/todays-deals/,87,7062,1.23%,10.47
https://www.itech.ph/product/pre-order-ps5-dualsense-wireless-controller-ghost-of-yotei-gold-limited-edition/,87,798,10.9%,7.61
https://www.itech.ph/product/asus-zenbook-duo-2024-ux8406ma-pz221ws-14-0-3k-oled-intel-core-ultra-7-processor-155h-intel-arc-graphics-1tb-ssd-32gb-lpddr5x/,86,4954,1.74%,13.42
https://www.itech.ph/product/aoc-24g11e-71-27-180hz-1ms-ips-gaming-monitor/,85,9862,0.86%,8.15
https://www.itech.ph/product/lenovo-legion-r24e-ips-180hz-0-5ms-freesync-gaming-monitor/,85,8417,1.01%,8.92
https://www.itech.ph/product/vention-5-in-1-usb-c-hub-with-100m-ethernet-adapter-tgobb/,85,7110,1.2%,9.9
https://www.itech.ph/product-tag/intel-core-ultra-7-processor-155h/,84,8610,0.98%,8.57
https://www.itech.ph/product/asus-vivobook-s16-oled-m5606wa-mx009wsm-cool-silver-ryzen-ai-9-hx370-3k-3200-x-2000-oled-120hz-24gb-lpddr5x-1tb-ssd-radeon-890m/,84,4130,2.03%,15.2
https://www.itech.ph/product/lexar-play-pro-microsdxc-express-memory-card/,84,3398,2.47%,8.69
https://www.itech.ph/product/tp-link-ub500-bluetooth-5-0-nano-usb-adapter/,83,32399,0.26%,9.23
https://www.itech.ph/product/tp-link-m7350-4g-lte-mobile-wi-fi/,83,15472,0.54%,9.52
https://www.itech.ph/product/asus-a701-rog-delta-ii-tri-mode-wireless-gaming-headset-with-rog-speednova/,83,8917,0.93%,9.06
https://www.itech.ph/product/asus-vivobook-go-15-e1504fa-bq2324w-15-6-fhd-ryzen-3-7320u-8gb-ram-512gb-ssd-mixed-black/,83,5490,1.51%,5.31
https://www.itech.ph/product/macbook-air-w-m2-chip-midnight-13-m2-16gb-ram-256gb-ssd/,82,73002,0.11%,6.93
https://www.itech.ph/shop/peripherals/virtual-reality-vr/,82,14242,0.58%,8.28
https://www.itech.ph/product/asus-dual-geforce-rtx-4060-v2-oc-edition-8gb-gddr6/,82,10760,0.76%,9.53
https://www.itech.ph/product/apple-mac-mini-m4-16gb-512gb-ssd-a3238/,82,6235,1.32%,18.66
https://www.itech.ph/product/asus-tuf-gaming-f15-fx507vu-lp141w-mecha-gray-15-6inch-fhd-ips-144hz-core-i7-13620h-16gb-ram-512gb-ssd-rtx-4050-6gb/,82,5255,1.56%,8.1
https://www.itech.ph/product/vention-7-in-1-usb-c-docking-station-tojhb/,82,5222,1.57%,11.8
https://www.itech.ph/product/ps4-dual-shock-4-wireless-controller-black-cuh-zct2g/,82,5205,1.58%,18.46
https://www.itech.ph/product/msi-gaming-vector-16-hx-ai-a2xwhg-458ph-16-qhd-ips-240hz-intel-ultra-7-255hx-16gb-ddr5-ram-1tb-ssd-rtx-5070ti-12gb-win11/,82,1916,4.28%,7.37
https://www.itech.ph/product/jbl-go-4-ultra-portable-bluetooth-speaker-black/,81,44393,0.18%,8.66
https://www.itech.ph/product/samsung-t7-shield-1tb-portable-external-ssd-blue/,81,8245,0.98%,16.27
https://www.itech.ph/product/asrock-amd-radeon-rx-6600-challenger-d-8gb/,81,7769,1.04%,10.29
https://www.itech.ph/product/asus-rog-zephyrus-g16-gu605cr-qr220wsm-eclipse-gray-16-2-5k-oled-240hz-core-ultra-9-285h-32gb-ram-1tb-ssd-rtx-5070-ti-win-11-copy/,80,7037,1.14%,7.26
https://www.itech.ph/product/msi-gaming-vector-16-hx-ai-a2xwhg-459ph-16-qhd-ips-240hz-intel-ultra-9-275hx-16gb-ddr5-ram-1tb-ssd-rtx-5070ti-12gb-win11/,80,3134,2.55%,7.66
https://www.itech.ph/product/corsair-cx750-750-watt-80-plus-bronze-certified-atx-psu/,79,22047,0.36%,14.01
https://www.itech.ph/product/steelseries-arctis-nova-5-wireless-gaming-headset-for-pc-ps4-ps5-nintendo-switch-meta-quest/,79,13658,0.58%,9.54
https://www.itech.ph/product/msi-geforce-rtx-4070-super-12g-ventus-2x-oc/,79,10092,0.78%,10.7
https://www.itech.ph/product/ps5-ghost-of-yotei-standard-edition-r3/,79,10045,0.79%,5.72
https://www.itech.ph/product/asus-rog-strix-xg27acmes-27-qhd-255hz-oc-0-3ms-fast-ips-gaming-monitor/,79,5043,1.57%,9.01
https://www.itech.ph/product/dualsense-charging-station-cfi-zds1g/,79,3365,2.35%,10.48
https://www.itech.ph/product/hyperx-cloud-stinger-2-core-gaming-headset-black/,78,22795,0.34%,8.98
https://www.itech.ph/product/asus-b650m-ayw-wifi-ddr5-pcie-5-0-m-2-amd-micro-atx-motherboard/,78,13014,0.6%,6.75
https://www.itech.ph/product/sony-playstation-portal-remote-player-for-ps5-console/,78,12696,0.61%,9.56
https://www.itech.ph/product/lg-ultra-gear-27gp850-b-qhd-nano-ips-27-hdr-monitor-with-g-sync-compatibility-165mhz/,78,12322,0.63%,12.86
https://www.itech.ph/product/pre-order-dualsense-wireless-controller-monster-hunter-wilds-limited-edition-for-ps5/,78,670,11.64%,14.28
https://www.itech.ph/product/steelseries-arctis-nova-7-wireless-gaming-headset-black/,77,14695,0.52%,7.93
https://www.itech.ph/product/asus-tuf-gaming-vg259q3a-24-5-180hz-ips-1ms/,77,12332,0.62%,9.76
https://www.itech.ph/product/asus-rog-strix-b850-a-gaming-wifi-7-am5-atx-motherboard/,77,8103,0.95%,10.01
https://www.itech.ph/product/ace-power-650w-80-bronze-ultra-power-fx-certified-power-supply/,77,4780,1.61%,8.53
https://www.itech.ph/product/asus-rog-strix-oled-xg32ucwmg-32-4k-oled-dual-mode-240hz-fhd-480hz-0-03ms/,77,1012,7.61%,6.3
https://www.itech.ph/product/amd-ryzen-5-9600x-6-cores-12-threads/,76,11725,0.65%,8.2
https://www.itech.ph/product/aoc-27b36h-27-100hz-ips-monitor/,76,6874,1.11%,8.45
https://www.itech.ph/product/asus-rog-ally-ryzen-z1/,76,3977,1.91%,10.52
https://www.itech.ph/product/asus-rog-strix-g16-g614ju-n4450w-16-240hz-qhd-i7-13650hx-rtx-4050-16gb-ddr5-1tb-ssd/,76,3699,2.05%,11.4
https://www.itech.ph/shop/peripherals/gaming-chair/,75,16942,0.44%,19.18
https://www.itech.ph/product/momax-q-mag-power-9-magnetic-wireless-charging-power-bank-with-stand-blue/,75,13812,0.54%,11.03
https://www.itech.ph/product/lenovo-yoga-7-2-in-1-14iml9-83dj001lph-tidal-teal-14-2-8k-2880x1800-oled-intel-core-ultra-5-16gb-lpddr5-1tb-ssd-intel-arc-graphics/,75,7911,0.95%,23
https://www.itech.ph/product/aoc-24b30h2-bw-23-8-ips-white-monitor-120hz/,75,6121,1.23%,7.8
https://www.itech.ph/product/msi-pro-mp251-e2-series-24-5-ips-1920-x-1080-fhd-adaptive-synch-monitor-120hz/,75,5252,1.43%,8.92
https://www.itech.ph/product/micron-2230-nvme-4-0-1tb-ssd/,75,2944,2.55%,8.2
https://www.itech.ph/product/tp-link-archer-ax10-ax1500-wi-fi-6-router/,74,36554,0.2%,8.66
https://www.itech.ph/product/razer-blackshark-v2-x-multi-platform-wired-esports-headset-white-rz04-03240700-r3m1/,74,29294,0.25%,8.21
https://www.itech.ph/product/asus-rog-b650-a-gaming-wifi-motherboard/,74,27696,0.27%,7.77
https://www.itech.ph/product/jbl-partybox-on-the-go-essential-portable-party-speaker-w-wireless-mic/,74,22627,0.33%,10.85
https://www.itech.ph/product-tag/ryzen-5-7520u/,74,18502,0.4%,8.27
https://www.itech.ph/product/msi-cyborg-15-b13wfkg-641ph-15-6-fhd-i7-13620h-16gb-ram-rtx-5060-1tb-ssd/,74,3937,1.88%,5.24
https://www.itech.ph/product/pre-order-nintendo-switch-2-console/,74,1299,5.7%,10.18
https://www.itech.ph/product/asus-rog-xbox-ally-x-rc73xa-nh015w-black-ai-z2-extreme-processor-24gb-lpddr5x-1tb-ssd/,74,697,10.62%,6.81
https://www.itech.ph/product/epson-ecotank-l3250-a4-wi-fi-all-in-one-ink-tank-printer/,73,31833,0.23%,7.33
https://www.itech.ph/product/tp-link-m7200-4g-lte-mobile-wifi/,73,14320,0.51%,10.36
https://www.itech.ph/product/seagate-5tb-one-touch-external-hdd-black/,73,5790,1.26%,10.95
https://www.itech.ph/product/asus-rog-strix-scar-16-g635lw-rw118wsm-16-2-5k-wqxga-240hz-intel-ultra-9-275hx-32gb-ddr5-5600-rtx-5080-16gb-gddr7-2tb-ssd/,73,5667,1.29%,8.91
https://www.itech.ph/product/kingston-1tb-xs1000-usb-3-2-gen-2-external-solid-state-drive-ssd/,72,6549,1.1%,17.97
https://www.itech.ph/product/inplay-m05-120mm-rgb-led-fan/,72,3352,2.15%,8.39
https://www.itech.ph/shop/peripherals/razer-peripherals/,71,26105,0.27%,9.95
https://www.itech.ph/product/msi-geforce-rtx-4060-ventus-2x-black-8gb-oc-graphics-card/,71,24716,0.29%,8.82
https://www.itech.ph/product/brother-btd60bk-ink-bottle-black/,71,13859,0.51%,9.67
https://www.itech.ph/product/ugreen-type-c-to-3-5mm-audio-type-c-female-adapter-50596/,71,10323,0.69%,7.78
https://www.itech.ph/product/teamgroup-t-force-delta-32gb-2x16gb-6000mhz-cl30-rgb-ddr5-gaming-desktop-memory-ram-ff3d532g6000hc38adc01/,71,7215,0.98%,8.89
https://www.itech.ph/product/lenovo-yoga-pro-7i-14irh8-82y7007nph-14-5-3k-i7-13700h-rtx-4050-16gb-lpddr5-1tb-ssd/,71,6849,1.04%,22.73
https://www.itech.ph/product/iphone-15-128gb-pink-2/,70,38735,0.18%,8.2
https://www.itech.ph/product/logitech-g102-lightsync-gaming-mouse/,70,36733,0.19%,9.87
https://www.itech.ph/product/asus-vivobook-m1405ya-ly161ws-indie-black-14-1920-x-1200-ips-ryzen-7-7730u-512gb-ssd-8gb2-16gb-ddr4/,70,4348,1.61%,10.95
https://www.itech.ph/product/sandisk-128gb-extreme-pro-micro-sd-200mbs-90mbs-with-adapter-steam-deck-compatible/,69,14454,0.48%,7.7
https://www.itech.ph/product/asus-vivobook-15-x1504va-bq3582wsm-laptop-15-6-fhd-intel-core-5-120u-16gb-ram-intel-graphics-512gb-ssd-quiet-blue/,69,8767,0.79%,5.9
https://www.itech.ph/product/lexar-nq710-1tb-pcie-4-0-m-2-2280-pcie-gen4x4-nvme-internal-ssd-lnq710x001t-rnnng/,69,4808,1.44%,7.85
https://www.itech.ph/product/amd-ryzen-5-5600/,68,31023,0.22%,10.1
https://www.itech.ph/product/xbox-wireless-controller-robot-white/,68,17839,0.38%,11.3
https://www.itech.ph/product/intel-core-i9-14900k-14th-gen-24-core-lga-1700-36mb-cache-unlocked-desktop-processor/,68,16755,0.41%,11.44
https://www.itech.ph/product/darkflash-wd200-wood-edition-veneer-panel-m-atx-pc-case-black/,68,13967,0.49%,5.9
https://www.itech.ph/product/amd-ryzen-7-7800x3d-8-core-16-thread-desktop-processor-with-cpu-cooler-fan-tray/,68,11127,0.61%,8.69
https://www.itech.ph/product/iphone-15-pro-256gb-natural-titanium/,68,7588,0.9%,17.29
https://www.itech.ph/product/g-skill-trident-z5-neo-rgb-32gb-2x16-ddr5-6000-tz5nr-amd-cl30/,68,4791,1.42%,9.19
https://www.itech.ph/product/epomaker-rt100-95-retro-pbt-hot-swappable-mechanical-keyboard-with-knob-and-mini-display-sea-salt/,68,4181,1.63%,12.46
https://www.itech.ph/product/iphone-15-256gb-pink/,67,26223,0.26%,9.5
https://www.itech.ph/product/xfx-swift-amd-radeon-rx-9060-xt-oc-triple-fan-gaming-edition-16gb-gddr6-graphics-card/,67,5758,1.16%,8
https://www.itech.ph/product/iphone-16-pro-max-256gb-black-titanium/,66,25326,0.26%,12.35
https://www.itech.ph/product/jisulife-handheld-fan-pro1s-portable-bladeless-fan-dark-gray/,66,15936,0.41%,5.45
https://www.itech.ph/product/amd-ryzen-5-5500gt-6-core-12-thread-3-6-ghz-4-4-ghz-max-boost-socket-am4-unlocked-desktop-processor-copy/,66,11960,0.55%,9.98
https://www.itech.ph/product/team-group-t-force-vulcan-tuf-16gb-2x8gb-ddr4-3600mhz-cl18-dekstop-memory-gaming-ram/,66,8131,0.81%,8.68
https://www.itech.ph/product/darkflash-c285p-atx-tempered-glass-side-panel-gaming-pc-case-black/,66,7595,0.87%,6.22
https://www.itech.ph/product/itunes-25/,66,7312,0.9%,16.09
https://www.itech.ph/product/dualsense-wireless-controller-for-ps5-chroma-indigo/,66,5751,1.15%,11.16
https://www.itech.ph/product/asus-rog-strix-xg27acg-wqhd-gaming-monitor-27-2560x1440-180hz-1ms-gtg-fast-ips-hdr-aura-sync/,66,4803,1.37%,10.34
https://www.itech.ph/product/aoc-27b36x-27-fhd-144hz-1920x1080-4ms-gtg-0-5ms-mprt-ips-monitor/,66,3960,1.67%,6.35
https://www.itech.ph/product/psn-300-hk-playstation-store-gift-card-digital-code/,65,24813,0.26%,10.27
https://www.itech.ph/product/ps4-grand-theft-auto-v-premium-online-edition-r1/,65,23584,0.28%,9.62
https://www.itech.ph/product/gigabyte-gs25f2-gaming-monitor-200hz-ips-1ms/,65,11061,0.59%,8.45
https://www.itech.ph/product/asus-vivobook-16-x1605za-mb095w-16-wuxga-i3-1215u-8gb-ddr4-intel-iris-xe-512gb/,65,8573,0.76%,9.15
https://www.itech.ph/shop/computer-components/streaming-mic/,65,6554,0.99%,14.23
https://www.itech.ph/product/lenovo-legion-5-15ahp10-83m00051ph-eclipse-black-15-3-wuxga-1920x1200-165hz-ryzen-7-260-rtx-5050-16gb-ddr5-512gb-ssd-ms-office-lenovo-ai-now/,65,3817,1.7%,7.54
https://www.itech.ph/product/gigabyte-geforce-rtx-3060-windforce-oc-12g/,64,17661,0.36%,11.13
https://www.itech.ph/product/airpods-4-with-active-noise-cancellation/,64,14101,0.45%,12.5
https://www.itech.ph/product/logitech-c270-hd-webcam/,64,11468,0.56%,13.04
https://www.itech.ph/product/asus-pce-ax3000-dual-band-pcie-wifi-adapter/,64,10088,0.63%,10.8
https://www.itech.ph/product/asus-tuf-gaming-vg259q5a-24-5-200hz-fast-ips-0-3ms/,64,8422,0.76%,8.35
https://www.itech.ph/product/asus-tuf-gaming-b850m-plus-wifi-6e-amd-matx-motherboard/,64,7251,0.88%,8.76
https://www.itech.ph/product/seagate-ironwolf-4tb-nas-sata-iii-3-5-inch-5400-rpm-internal-hdd/,64,4272,1.5%,9.73
https://www.itech.ph/product/gigabyte-g6-mf-h2ph854kh-16-fhd-165hz-gaming-laptop-intel-core-i7-13620h-16gb-2x8-ddr5-rtx-4050-6gb-1tb-ssd/,64,4078,1.57%,9.33
https://www.itech.ph/product/sapphire-pure-rx-9060-xt-oc-16gb-gddr6-graphics-card/,64,2856,2.24%,9.02
https://www.itech.ph/product/amd-ryzen-5-5600-6-cores-12-threads-socket-am4-desktop-processor-with-fan-mpk/,63,26951,0.23%,7.41
https://www.itech.ph/product/psn-20-usd-playstation-store-gift-card-digital-code/,63,7954,0.79%,31.37
https://www.itech.ph/product/gigabyte-aorus-mo27q2-27″-2560-x-1440-uhd-2k-oled-240hz-gaming-monitor/,63,3008,2.09%,10.37
https://www.itech.ph/product/msi-katana-15-hx-b14wfk-252ph-15-6-qhd-165hz-i9-14900hx-16gb-ram-ddr5-512gb-ssd-rtx-5060/,63,2370,2.66%,7.81
https://www.itech.ph/product/playstation-pulse-3d-wireless-headset-cfi-zwh1-for-ps5-ps4-midnight-black/,62,9103,0.68%,23.57
https://www.itech.ph/product/nintendo-switch-joy-con-l-r-neon/,62,8176,0.76%,8.89
https://www.itech.ph/product/asus-vivobook-16x-k3605vc-rp493w-16-wuxga-i5-13420h-8gb-ram-rtx-3050-512gb-ssd-indie-black/,62,8055,0.77%,8.58
https://www.itech.ph/product/lenovo-ideapad-3-14iau7-82rj00h5ph-laptop-14-fhd-1920x1080-i3-1215u-8gb-ram-intel-uhd-graphics-512gb-ssd-arctic-grey/,62,2752,2.25%,6.96
https://www.itech.ph/product/power-by-asus-creators-build-i7-12700f-rtx-4060-16gb2-32gb-1tb-ssd/,61,18852,0.32%,9.4
https://www.itech.ph/product/tapo-c210-pan-tilt-home-security-wi-fi-camera/,61,18809,0.32%,7.97
https://www.itech.ph/product/logitech-g923-racing-wheel-and-pedal-for-ps5-ps4-and-pc-black/,61,13899,0.44%,11.7
https://www.itech.ph/product/corsair-vengeance-32gb-2x16gb-ddr5-dram-6000mt-s-cl30-memory-kit-black/,61,7436,0.82%,8.94
https://www.itech.ph/product/asus-nuc-13-pro-kit-nuc13ank-i3-1315u/,61,3036,2.01%,7.22
https://www.itech.ph/product/fantech-vx9-kanata-wired-rgb-gaming-mouse/,61,2841,2.15%,7.89
https://www.itech.ph/product/nintendo-switch-mario-kart-8-deluxe-us/,60,39259,0.15%,6.58
https://www.itech.ph/product/jbl-partybox-encore-essential-2-portable-party-speaker-black/,60,29243,0.21%,6.31
https://www.itech.ph/product/razer-viper-v3-pro-ultra-lightweight-wireless-optical-gaming-mouse-with-95-hour-battery-life/,60,18958,0.32%,8.81
https://www.itech.ph/product/deepcool-ch160-mesh-mini-itx-case-black/,60,11400,0.53%,8.8
https://www.itech.ph/product/vention-8k-hdmi-cable-2-1-1m-aanbf-black/,60,6015,1%,7.76
https://www.itech.ph/product/ps5-dragon-ball-sparking-zero-r3/,60,5298,1.13%,10.39
https://www.itech.ph/product/synology-diskstation-ds224-nas/,60,3647,1.65%,8.85
https://www.itech.ph/product/msi-katana-15-b13vgk-2063ph-15-6-fhd-i9-13900h-rtx-4070-8gb-16gb-ddr5-1tb-ssd-black/,60,2532,2.37%,8.59
https://www.itech.ph/product/ipad-2022-10th-gen-256gb-wifi-blue/,59,32908,0.18%,10.09
https://www.itech.ph/product/gigabyte-b450m-ds3h-rev-1-4-wifi-amd-socket-am4-ultra-durable-motherboard/,59,22378,0.26%,9.53
https://www.itech.ph/product/apple-pencil-usb-c-a3085/,59,15414,0.38%,11.59
https://www.itech.ph/product/jbl-partybo-710/,59,12187,0.48%,10.44
https://www.itech.ph/shop/computer-components/chasis-fan/,59,12099,0.49%,9.71
https://www.itech.ph/product/amd-ryzen-7-7800x3d-gaming-processor/,59,8487,0.7%,11.89
https://www.itech.ph/product/kingston-kc600-512gb-2-5-sata-ssd-skc600-512gb/,59,6384,0.92%,12.33
https://www.itech.ph/product/coolman-cm03-3-in-1-infinity-mirror-led-a-rgb-cooling-fan-black/,59,4062,1.45%,6.17
https://www.itech.ph/product/asus-rog-zephyrus-g14-ga403wp-qs024wsm-platinum-white-14-3k-oled-ryzen-ai-9-hx-370-32gb-lpddr5x-1tb-ssd-rtx-5060/,59,3841,1.54%,8.82
https://www.itech.ph/shop/peripherals/streaming-gear/,59,2177,2.71%,22.69
https://www.itech.ph/product/insta360-ace-pro-2-dual-battery-xplorer-bundle-slate-gray/,59,850,6.94%,8.15
https://www.itech.ph/product/amd-ryzen-5-7600/,58,16800,0.35%,9.59
https://www.itech.ph/shop/xbox-console-games/xbox-consoles/xbox-one-s-x/,58,9953,0.58%,11.35
https://www.itech.ph/product/sapphire-pulse-amd-radeon-rx-7600-8gb-ddr6/,58,7758,0.75%,9.8
https://www.itech.ph/product/lexar-nm610pro-1tbgb-m-2-2280-pcie-gen3x4-nvme-ssd/,58,7676,0.76%,8.43
https://www.itech.ph/product/lenovo-loq-83dv00qwph-15-6-fhd-144hz-i7-13650hx-12gb2-24gb-ddr5-rtx-4060-8gb-512gb-ssd-win-11-w-hs/,58,5964,0.97%,9.46
https://www.itech.ph/product/msi-modern-15-f13mg-425ph-laptop-15-6-fhd-ips-i5-1334u-intel-iris-xe-graphics-16gb-ram-512gb-ssd-platinum-gray/,58,5017,1.16%,6.3
https://www.itech.ph/shop/peripherals/headset-gaming-peripherals/wired/,57,19446,0.29%,21.2
https://www.itech.ph/product/amd-ryzen-7-5700x-8-core-16-thread-am4-desktop-processor-with-cooler-fan-tray/,57,15528,0.37%,4.71
https://www.itech.ph/product/darkflash-dm12f-a-rgb-3-in-1-cooling-fan-with-remote-control-black/,57,11950,0.48%,6.4
https://www.itech.ph/product/acer-aspire-3-a315-59-729s-silver-15-6-hd-i7-1255u-8gb-ddr4-intel-uhd-graphics-512gb-ssd/,57,10559,0.54%,10.61
https://www.itech.ph/product/msi-pro-mp223-e2-21-45-full-hd-business-productivity-monitor-100hz/,57,8182,0.7%,9.29
https://www.itech.ph/product/asus-vivobook-14-x1404va-nk750wsm-intel-i7-1355u/,57,6318,0.9%,9.1
https://www.itech.ph/product/acer-aspire-al14-32p-30xx-14-wuxga-ips-i-3-n355-8gb-ram-512gb-ssd-microsoft-office-home-2024/,57,5434,1.05%,8.57
https://www.itech.ph/product/msi-mag-27c6f-27-curved-gaming-fhd-1500r-rapid-va-0-5-ms-adaptive-sync-hdr-ready/,57,4284,1.33%,9.84
https://www.itech.ph/product/asus-rog-strix-27-xg27ucg-dual-mode-gaming-monitor-fast-ips-4k-160hz-or-fhd-320hz-1ms/,57,4089,1.39%,8.98
